        	        	        	        	        	        	EARNINGS	        	        	        	        	
    0.26	   -0.43	   -1.71	   -3.22	   -1.21	    1.95	   22.85	   22.87	   18.68	   18.55	   11.07	
    4.26	    3.60	   -0.52	   -1.26	   -1.77	   -2.83	   -5.86	   -3.94	   -1.18	    1.33	   21.29	
   -0.19	   -2.13	   -1.16	   -1.81	   -1.16	   -2.78	   -2.78	   -5.36	  -10.53	   -9.24	   -9.24	
    2.32	    4.25	    5.79	    4.63	    5.41	    6.95	   10.04	   14.29	   14.29	   24.32	   24.32	
    1.26	    0.63	    4.09	    0.63	   -0.31	   -1.26	   -0.31	    0.00	    0.31	    0.00	   -0.94	
   -1.27	   -1.90	   -2.22	   -0.95	   -2.86	   -3.81	   -3.49	   -5.08	   -4.76	   -8.25	  -10.79	
   -2.58	   -3.43	  -11.68	  -10.21	  -10.35	   -9.89	   -9.57	    0.39	   -2.21	   -1.54	   -5.31	
    2.71	    7.26	    2.48	    6.41	    8.39	    6.41	    4.50	    3.86	    3.69	    0.25	   -0.44	
    0.59	    0.10	    8.98	   10.84	   11.43	    8.01	    1.66	    1.07	    0.88	    3.61	    4.00	
   14.87	   23.09	   28.90	   32.29	   34.28	   32.15	   27.48	   27.48	   28.33	   27.76	   33.00	
   -0.22	    4.24	    4.91	    4.58	    6.03	    9.60	   10.71	   14.62	   15.18	   14.73	   16.96	
    7.26	   -1.64	   -3.98	  -13.11	   -9.60	    1.87	   10.07	   -3.28	  -16.39	  -28.81	  -29.04	
    2.82	  -11.54	  -21.74	   -0.81	   -8.72	  -17.72	  -14.36	  -34.09	  -42.68	  -38.52	  -43.62	
   -4.61	   -1.32	   -4.93	   -3.29	   -5.26	   -4.93	   -9.87	  -18.75	  -19.08	  -24.01	  -29.61	
    4.32	    1.80	   -0.19	    3.48	    3.22	    0.19	    0.84	    0.58	    0.26	    1.55	    0.97	
   -1.56	   -6.31	   -7.94	   -7.19	   -6.94	   -6.31	   -1.06	   -3.19	    0.19	   -1.12	    1.56	
   -4.14	   -2.40	    0.18	   -3.00	   -3.12	   -4.74	   -7.38	   -2.34	   -4.92	   -9.24	  -11.28	
    0.99	    1.59	    4.56	    5.95	    8.53	   10.52	   15.48	   13.29	   23.02	   21.03	   36.51	
   -8.74	    6.38	   13.04	    9.57	  -13.04	  -13.87	  -16.37	  -13.87	  -21.08	  -20.67	  -20.94	
   -3.47	  -13.72	  -13.39	  -15.37	  -17.02	  -16.86	  -18.51	  -14.71	  -16.69	  -15.87	  -15.37	
    1.60	    0.00	   -3.74	   -0.53	    0.00	    1.60	   -9.63	  -12.83	  -14.44	  -18.72	  -17.11	
    1.73	   -3.03	   -3.46	    8.23	    7.79	    3.90	   -6.49	  -10.39	   -9.52	  -12.12	  -16.02	
    1.81	    6.75	    6.55	   -0.20	   -6.55	   -4.23	   -7.55	  -21.15	  -24.17	  -27.09	  -30.21	
    8.01	    7.22	   -1.26	    4.71	    8.79	    4.40	  -12.87	  -16.80	  -19.94	  -15.23	   -9.73	
    6.35	    3.17	    9.38	    7.65	    7.50	    0.14	   -3.32	   -7.50	  -10.39	  -13.56	  -11.11	
   -4.55	   -5.11	   -8.52	   -8.14	   -7.77	  -10.80	  -10.80	   -5.30	   -4.92	   -7.95	   -7.58	
    1.78	   -1.98	   -3.56	   -5.74	   -3.56	   -2.97	   -0.79	    4.75	   -1.19	   -0.59	   -1.39	
    0.61	    2.43	    0.20	   -0.61	   -1.62	   -2.43	    4.26	    4.46	    4.67	   18.86	   25.96	
   -2.45	    1.49	   -5.22	   -1.81	   -5.54	   -7.99	   -1.38	    0.32	    0.11	   -4.90	   -6.39	
   11.43	    8.14	    4.98	    9.05	   11.31	    5.77	    6.22	    3.51	    4.64	   -2.15	   -1.92	
    0.86	    4.74	    1.94	   -1.72	   -3.02	   -7.11	   -7.76	   -5.39	   -6.90	  -10.34	  -11.64	
    4.49	    4.99	    7.23	    8.23	   11.47	   16.96	   37.16	   33.67	   25.19	   23.44	   18.45	
   -5.64	  -18.97	  -28.21	  -24.10	  -23.59	  -28.72	  -20.51	  -38.46	  -40.51	  -43.08	  -49.23	
   12.58	    3.97	   12.58	   13.91	    9.93	    8.61	    8.08	   29.14	   21.85	    4.64	   -7.28	
   -4.31	  -14.66	  -27.59	  -23.28	  -30.17	  -20.69	  -19.83	  -39.66	  -43.97	  -50.00	  -62.41	
   -1.63	   -4.89	  -13.59	  -17.93	   -7.61	  -14.67	   -7.61	   -6.52	   -9.78	  -10.87	  -11.30	
   -2.50	    1.37	   -0.62	   -2.00	   -1.50	    0.00	   -2.00	   -3.13	   -4.75	   -6.13	   -4.37	
   -3.30	   -0.63	   -1.39	   -2.03	   -1.01	    0.00	    3.04	    7.48	    8.24	    8.11	    2.66	
   -0.14	    1.77	    0.82	    1.22	    1.36	    1.50	    0.00	    4.63	    2.99	    3.40	    2.99	
    1.26	    5.31	    7.68	    8.94	    7.15	    7.92	    6.57	    4.11	    3.29	    3.04	    2.08	
   -1.21	   -0.36	   -2.38	    1.57	   -1.39	   -2.07	   -3.91	   -7.64	   -5.97	   -4.94	   -6.87	
   -2.55	   -2.95	   -6.48	   -9.23	   -5.30	   -4.13	   -0.39	    2.36	    5.11	    3.54	   12.77	
    1.16	   13.49	    8.67	    7.71	    9.25	   14.84	   17.34	   -3.08	  -10.21	  -10.21	   -7.71	
    0.75	   -4.15	    4.91	    8.30	   -2.64	   -4.15	    3.40	   22.26	   16.60	    9.81	    3.02	
    1.73	    4.28	    4.00	    8.28	   13.74	    9.29	    6.50	    9.13	   12.24	    9.79	    4.29	
   -1.57	   -4.86	   -7.20	   -9.56	   -9.73	   -6.89	  -11.00	   -7.75	  -11.50	  -12.23	  -14.20	
    2.32	    6.20	    6.09	    3.48	   10.27	    9.69	   10.63	    8.28	    7.30	    7.24	   13.92	
   -1.82	   -2.02	   -3.04	    6.88	    9.72	    9.51	    9.51	    7.49	    8.91	   10.53	    7.77	
    2.44	    3.86	    3.25	    0.81	   -0.61	    0.81	   -1.22	   -1.83	   -2.03	   -4.07	   -0.41	
   -0.91	   -0.91	   -2.04	    2.43	    6.17	    6.96	    3.28	    6.96	    9.80	    6.46	   11.89	
   -2.72	   -5.02	    0.48	    4.23	    5.69	   11.74	   15.73	   15.61	   18.45	   18.94	   21.23	
   -0.83	   -5.99	   -0.21	    1.65	    0.21	    1.24	    9.92	    7.44	    2.48	   -0.41	   -0.62	
    6.33	    4.90	    7.35	    9.39	    8.37	    6.33	   10.82	   11.02	    9.59	   10.20	    7.35	
   -7.58	   -7.58	   -6.67	   -9.09	   -9.09	  -12.12	   -9.09	   -2.73	   -4.55	    0.00	   -6.06	
    4.92	    1.64	    0.00	    4.92	    1.64	    2.30	    8.20	   13.11	    9.84	    3.61	    1.64	
    0.00	    1.72	    1.72	    1.72	    1.72	    0.00	    5.17	   20.69	   15.52	   12.07	   19.31	
    2.55	    0.51	    3.06	    4.59	    5.10	    5.10	    4.59	    3.57	   -5.61	   -8.67	  -10.41	
    0.58	   -9.25	  -21.39	  -17.34	  -16.76	  -16.18	  -13.29	  -13.29	  -12.72	   -5.20	  -12.14	
    5.26	   13.16	   10.53	   -3.29	   -4.61	   -7.89	  -11.84	  -12.50	  -12.50	   13.16	   13.16	
    1.55	    1.39	    4.33	    5.53	   10.21	    8.91	    7.57	    6.51	    6.21	    3.43	    5.26	
   -1.18	    0.28	    7.33	    9.23	    7.25	    8.59	    9.25	   12.96	    9.46	    5.30	   12.65	
    7.37	    3.54	    4.53	    7.37	    4.82	    4.25	    3.54	    3.26	    1.70	    1.42	    0.42	
   -2.20	  -10.65	   -8.91	   -9.14	  -10.07	  -12.38	   -7.18	  -11.46	  -10.53	  -12.96	  -15.28	
   -0.52	   -2.05	    2.16	   -2.45	   -2.51	    2.97	    1.38	   -3.58	   -9.60	   -5.83	   -8.83	
    0.09	   -1.82	    0.47	    2.16	   -0.69	    2.69	    2.47	    1.03	   -1.13	   -6.36	   -6.14	
   -1.24	   -2.62	   -0.10	   -4.06	   -0.67	   -2.75	   -1.38	   -2.82	   -4.80	   -6.92	   -9.94	
    4.20	    5.26	    8.04	   14.58	   20.45	   17.57	   15.58	   33.43	   33.82	   33.32	   30.41	
    3.81	    7.15	    8.09	   11.79	   15.86	   14.97	   11.79	    6.94	   10.12	   14.55	   14.76	
    0.26	   -4.07	  -19.14	  -22.86	  -20.24	  -23.04	  -20.59	  -19.93	  -18.79	  -20.81	  -20.32	
   -0.15	    1.35	   -0.20	   -4.26	   -2.31	   -2.81	    1.50	    2.96	   -1.86	   -0.20	    1.35	
   -1.14	    1.45	    0.80	    1.41	    0.27	    6.31	   15.14	   13.54	   19.70	   17.03	   18.17	
    0.43	    2.91	    2.57	    6.52	    5.90	   11.03	   17.63	   15.68	   19.17	   17.34	   20.05	
   -3.19	   -4.37	   -2.23	    4.00	   12.70	   12.09	   14.69	   19.39	   15.95	   15.76	   15.94	
   -2.18	   -4.45	   -1.68	   -3.36	   -5.14	   -3.96	    0.00	   -2.67	   -3.86	   -7.42	   -8.61	
    1.48	   -3.38	    1.48	    0.84	   -1.58	   -2.01	   -2.85	    1.06	   -0.74	   -0.53	    0.11	
    1.63	   -2.24	   -0.61	   -1.63	   -2.85	    0.34	   -0.61	   -0.48	   -3.80	   -5.30	   -5.71	
    1.87	   -0.14	    6.28	   11.59	    8.68	   13.30	   13.33	   19.72	   19.72	   19.55	   20.96	
    5.25	    2.48	    4.40	    3.39	    5.55	    1.83	    5.81	    3.19	    5.96	    8.77	    8.53	
    5.32	    5.02	    4.67	   11.27	   11.13	   11.01	   17.17	   27.85	   33.57	   35.66	   37.98	
    0.43	    6.28	   -0.43	    2.81	   -3.90	    6.93	    7.79	    1.52	   -2.16	    0.43	   -0.87	
    2.65	    1.33	    1.99	   -8.41	   -9.96	  -12.17	   -7.30	   -0.66	   -8.63	  -11.06	  -15.27	
    4.13	    9.37	   -9.64	  -14.60	  -10.74	    3.31	   -6.61	   -5.79	   -5.51	   -5.23	   -3.58	
    0.00	   -0.42	   -2.08	    1.67	    2.50	    2.19	    3.75	    2.81	    1.67	    0.00	   -1.67	
   -3.96	   -2.46	   -2.78	   -0.64	    1.71	    4.71	    8.78	    7.28	    3.43	    2.78	    3.64	
    0.58	    5.71	   -4.28	   -0.93	    0.52	   -2.87	   -5.13	   -5.10	   -3.41	   -6.54	   -8.80	
   -2.75	   -4.37	  -10.72	  -10.23	  -12.30	  -13.72	  -14.49	  -13.00	  -15.81	  -13.90	  -15.28	
   -3.03	   26.52	   15.15	   14.39	   21.21	   15.91	    4.55	    1.52	    0.00	   -2.27	   -3.79	
    8.23	    5.70	    1.90	   -8.23	  -17.72	  -17.72	  -15.19	  -20.89	    5.70	   -5.06	   -7.59	
   -2.57	   -3.61	   -0.64	    2.81	    3.13	    0.64	    1.45	    6.75	    8.76	   12.29	   12.53	
    1.32	   -1.87	    1.98	    1.54	   -0.77	    3.74	    8.48	    3.96	   -0.55	   -1.43	   -2.75	
    1.98	   -2.75	    0.22	    0.66	    1.98	   -0.33	    0.88	   -1.21	   -2.97	   -4.95	   -2.64	
   -1.01	   -1.41	   -1.01	   -2.41	   -4.23	   -5.03	   -4.23	  -11.07	  -11.47	  -11.07	  -10.66	
   -0.40	   -2.77	   -4.95	   -5.15	   -5.54	   -4.95	   -8.91	   -6.14	   -4.55	   -5.15	   -4.75	
    3.00	    2.14	    4.50	    4.28	    7.49	    3.85	    4.07	    3.43	    3.43	    1.93	    3.43	
    0.12	   -0.18	   -3.59	   -1.24	   -0.29	    0.18	    1.12	    1.30	    0.88	   -0.94	    0.88	
   -1.02	    1.44	    0.54	    0.96	   -0.72	    0.12	    0.66	   -0.06	   -0.12	   -0.24	   -0.66	
    1.84	    2.50	    2.91	    2.56	    0.77	    2.02	   -0.54	    2.20	    1.73	    1.25	    1.19	
    1.79	    3.25	    2.11	    0.33	    0.00	   -0.16	   -1.46	    7.48	    9.11	    8.94	    8.94	
   -1.27	   -3.44	   -0.72	    4.35	    1.99	   -0.18	    1.81	    3.44	    3.99	    6.88	    6.52	
    2.04	    3.24	    4.43	    5.11	    4.09	   13.29	    9.71	    6.30	    9.71	   12.10	    9.20	
    6.17	    3.95	    3.60	    5.65	   -0.51	   -0.07	    5.34	    5.56	    2.21	   -0.91	   -0.34	
    0.08	   -1.58	   -3.07	   -5.69	   -5.31	   -4.18	    1.87	   -2.16	   -1.47	   -4.52	    0.37	
   -1.63	   -1.28	   -0.75	    1.33	    3.55	    5.33	   10.93	   11.56	   13.87	   13.49	   13.53	
    0.00	    0.44	   -1.93	   -2.97	   -0.39	   -1.62	    4.17	    2.66	    2.10	    4.13	    5.66	
    0.16	    1.44	   -1.65	    2.81	    2.02	    6.83	   11.56	    5.15	    5.29	    4.05	    3.03	
    2.05	    2.56	    3.33	    3.33	    1.28	    2.56	    3.33	    0.26	    1.03	   -1.03	   -2.82	
   -3.39	   -3.12	   -1.56	   -2.34	   -2.34	    3.65	    7.81	   -3.39	   -6.25	   -4.95	   -2.86	
    5.69	   10.84	   11.54	   13.28	   12.74	    3.52	    2.71	    6.78	   10.30	    7.05	    8.40	
    1.16	    2.53	    0.73	    2.66	    2.46	    2.33	    4.81	    6.30	    7.42	    8.28	   10.76	
    0.83	    2.71	    6.39	    7.20	    7.13	    7.91	    4.30	    1.54	    0.67	    4.34	    4.78	
    2.32	    2.34	    2.34	    4.21	    6.53	    4.65	   -2.69	   -2.93	   -2.43	   -3.48	   -3.97	
    1.39	    1.13	    0.68	    2.65	    0.85	    2.55	   14.75	   10.92	    8.07	    3.88	    3.79	
   -0.95	   -2.43	   -2.62	   -2.60	   -2.48	    0.18	   -6.84	   -7.68	   -7.04	   -4.48	   -2.20	
    4.89	    5.49	    6.11	    5.64	    5.34	    5.13	   -2.50	   -1.14	    2.01	    2.79	    7.00	
   -3.91	   -6.24	  -14.37	   -9.26	  -11.68	  -12.42	  -14.37	   -4.10	   -6.69	   -5.73	  -13.01	
   -1.02	    2.89	    0.92	   -0.90	    8.86	   12.22	   12.57	   16.21	   13.71	   13.21	    8.70	
    1.21	    4.52	    4.11	    1.21	    2.18	    5.56	   -1.77	    8.95	    5.97	    7.90	   15.65	
   -2.65	   -4.30	   -3.58	   -3.65	   -3.15	   -0.79	    4.58	    6.38	   -3.87	   -4.01	   -4.08	
   -0.07	    7.39	    6.34	    6.49	    8.88	   15.45	    3.58	   -4.70	  -17.46	  -17.24	  -16.27	
    3.48	   -1.26	    1.72	   -1.79	   -1.55	    2.17	   -3.75	   -4.63	   -4.93	   -5.91	   -4.27	
    3.16	    4.66	    4.37	    3.85	    4.79	    3.89	    5.66	    7.54	    7.00	   10.01	   12.75	
    7.00	    6.23	    8.17	   -5.45	   -4.67	   -6.23	   11.28	   20.62	   17.90	   19.46	   17.51	
   -4.93	   -8.80	   -8.45	   -7.75	   -9.15	   -8.80	   -4.93	   -3.17	    3.87	    2.11	   -2.82	
    1.55	   -3.73	   -5.75	   -3.42	   -2.64	    1.55	   -2.48	   -4.35	   -5.59	   -3.57	   -3.42	
   -2.61	   -4.14	   -4.14	   -4.91	   -2.76	   -3.37	   -3.68	   -5.21	   -4.75	   -4.14	   -3.99	
    2.41	   -3.92	   -1.51	   -3.32	   -1.36	   -0.75	   -1.21	   -4.52	   -4.83	   -5.58	   -3.02	
   -0.32	    0.96	    0.96	   -0.11	    2.34	    2.34	    2.02	   -1.06	   -3.83	   -1.17	   10.41	
   -3.70	   -3.70	   -3.70	  -10.00	  -11.11	  -11.11	  -11.11	  -25.74	  -24.44	  -24.44	  -18.89	
    2.02	    1.51	    2.02	   -3.72	  -11.80	  -13.28	  -14.98	   -7.33	   -7.33	   -6.48	   -8.40	
    2.25	    6.22	   12.98	   14.11	   10.25	   15.02	   15.24	   12.34	    8.48	    4.56	    5.04	
   -4.82	   -3.10	   -6.30	   -4.42	   -3.00	   -1.22	   -4.62	   -5.54	   -3.45	   -3.96	   -1.07	
   -2.94	   -2.89	   -3.08	   -2.66	   -6.15	   -8.34	   -8.02	   -8.34	   -8.25	  -11.28	  -11.70	
    1.73	    0.39	    1.92	    1.18	    0.20	    0.04	    2.44	    6.87	    1.49	    6.56	    8.21	
    4.45	    4.87	    0.34	   -1.75	    0.09	    0.77	   -0.90	   -5.13	   -7.14	   -7.61	   -6.71	
    2.67	    2.78	    4.86	    5.19	    4.08	    0.11	   -6.12	  -10.05	   -8.98	  -13.46	  -13.87	
   -5.30	   -9.09	   -8.33	   -9.85	   -6.82	   -6.06	   -6.06	  -12.88	  -12.88	  -18.94	  -17.42	
    6.25	    3.57	    3.57	    0.89	   -0.89	    1.79	   16.07	   -2.68	   -0.89	   -2.68	   -4.46	
    0.00	    0.00	    2.83	    1.89	    2.83	    2.83	    2.83	    2.83	    7.55	    8.49	   11.32	
    4.56	    2.46	    2.46	    1.75	    4.21	   -0.35	    1.40	   -2.11	   -3.16	   -6.67	   -5.96	
    6.83	    1.44	    5.40	    7.91	    5.40	    4.32	    3.24	   -0.36	   -3.60	   -1.80	   -3.60	
   -2.87	    1.08	   -4.66	    2.87	   -5.73	   -7.53	    1.43	    2.51	    4.66	    2.51	   -2.51	
   -3.39	   -8.85	   -9.90	  -16.67	  -17.71	  -19.27	  -11.46	  -15.10	  -18.75	  -21.35	  -17.97	
    0.31	   -1.54	   -8.00	   -9.23	   -7.69	   -7.38	   -1.54	   -0.92	   -2.15	    1.54	   -1.54	
   -1.18	   10.29	   22.65	   17.65	   17.65	   21.47	   22.94	   30.00	   20.00	   22.06	   16.18	
    3.90	    9.97	    9.10	   10.98	    7.08	    9.83	    0.14	   -9.25	   -9.10	  -13.87	  -12.14	
    3.28	    2.03	    4.53	    2.50	   10.31	    2.66	    0.16	   -5.47	   -6.63	    3.13	    4.84	
    3.12	   -1.46	    1.96	    2.74	    2.99	    2.46	    1.53	    2.46	    0.90	    1.63	   -0.80	
    8.94	    0.97	    3.26	    6.76	    4.03	    3.56	    2.57	    3.17	    6.48	    4.44	    6.12	
   -1.88	    0.71	   -0.53	   -2.29	   -7.06	   -6.12	   -6.24	   -7.47	   -4.12	   -4.12	   -4.18	
    2.83	    2.83	    3.34	    3.28	    8.09	    4.69	    5.20	    2.63	    3.79	    4.37	    4.37	
    3.57	    1.42	    2.58	    3.45	    2.77	    1.23	    1.48	    1.85	   -1.48	   -2.77	   -5.23	
    0.00	   11.39	   16.96	   21.52	   13.92	   15.19	   24.05	   41.77	   39.24	   50.63	   51.90	
   -1.32	   -5.26	  -14.47	  -14.47	  -14.47	    6.58	    5.26	    5.26	    3.95	    5.26	    3.95	
   10.42	   12.50	   12.50	   20.83	   27.08	   30.83	   31.25	   35.42	   60.42	   64.58	   58.33	
   -2.16	   -9.19	   -7.03	   -3.24	   -4.86	   -8.11	   -9.73	   -6.49	  -20.00	  -17.30	  -15.14	
    0.00	   16.46	    7.59	   11.39	   10.13	   17.72	    0.76	   10.13	   12.66	   11.39	   15.19	
    2.61	   -0.65	   -3.92	  -12.42	  -12.42	  -15.69	  -25.49	  -34.64	  -30.07	  -37.91	  -36.60	
    0.42	    1.27	   -0.42	   -0.85	   -0.42	    1.69	    1.69	   11.44	   10.59	    9.32	    6.36	
    1.25	    4.67	    0.00	    1.87	    7.79	    9.35	    4.67	   -0.93	    2.80	   -0.62	   41.12	
    2.57	    2.57	    2.21	    9.19	    8.09	    8.82	   14.71	   20.22	   18.01	   22.06	   20.96	
   -3.39	   -8.04	   -7.19	   -4.82	   -6.03	   -8.53	   -7.68	  -13.04	  -20.71	  -22.10	  -26.12	
    0.24	    4.42	    5.57	   -4.91	    1.45	   -5.33	   -4.36	    2.73	   -2.97	   -7.93	  -19.81	
   14.36	   18.21	   11.85	    4.16	    3.14	   -0.24	  -13.66	   -7.14	   -6.51	   -6.28	    1.26	
    0.08	   -0.24	   -0.16	   -0.16	   -1.36	   -1.36	   -0.80	   -0.96	   -1.12	   -0.48	   -0.08	
    5.15	    8.56	    7.98	   10.58	    8.85	    9.49	   10.41	   23.94	   15.56	   19.49	   15.44	
   -5.47	   11.18	   17.60	   16.13	   20.60	   12.83	    6.24	   -1.53	   -5.18	    0.24	   -0.59	
   -0.95	    1.74	    0.95	    1.95	   -6.38	   -9.86	   -9.12	  -13.02	   -3.58	    2.42	    2.64	
    3.43	    5.76	    6.87	    1.77	    0.44	    2.44	    5.32	    5.98	    7.42	    4.87	   -1.44	
    3.47	    3.47	    5.32	    8.09	    8.44	    8.55	    8.55	    3.35	    2.66	    0.58	    4.16	
    7.83	    5.27	    9.36	   12.75	   13.02	   11.02	    9.53	    9.04	    6.65	    3.17	    1.66	
   -5.62	   -3.21	   -5.15	   -6.79	   -2.94	    0.45	    1.49	   -1.95	   -3.53	   -3.37	   -1.66	
    0.00	    0.00	    2.30	    1.72	    2.30	    5.17	    4.02	    2.30	    2.87	    2.87	    6.90	
   -1.04	   -3.63	   -6.74	   -7.25	   -6.74	   -7.25	   -8.29	  -12.95	  -14.51	  -13.47	  -14.51	
    6.35	   10.41	    7.36	   16.12	   26.90	   16.88	   27.66	   25.63	   65.23	  111.17	  131.22	
   -6.60	    1.68	    8.92	   -5.96	   -9.87	  -18.61	  -30.71	  -33.12	  -25.11	  -25.84	  -27.16	
   -0.96	   -3.25	   -3.97	   12.14	   22.00	    8.29	    2.28	   -2.76	   -5.29	    0.72	    4.57	
    5.12	   -2.73	   -5.80	   -4.78	   -4.44	   -1.02	    2.39	   -0.68	   -3.41	   -5.80	  -14.68	
   -2.49	   -2.08	   -0.65	    1.35	    0.66	    0.57	    1.72	    0.42	    0.03	    0.37	   -0.18	
   -0.77	   -2.75	   -1.56	   -0.56	    2.14	    1.63	    3.20	    3.11	    2.92	    0.62	    0.35	
    0.00	    0.00	   -0.36	   -2.05	   -2.77	   -1.69	   -6.03	   -0.84	    0.48	    2.05	    4.70	
   -1.24	   -0.93	   -0.10	   -1.24	    0.52	    1.96	    0.72	   -8.67	   -9.60	   -9.18	   -8.15	
   -2.79	   -2.48	   -2.38	   -0.52	    1.86	    4.13	    3.10	    1.76	    0.10	   -1.14	   -0.83	
   -2.02	   -5.76	   -4.29	   -3.40	   -3.22	   -4.57	    1.04	    1.62	    1.38	   -0.15	   -2.79	
    8.21	    5.35	    1.98	    6.13	    5.00	    4.19	    7.40	    4.02	    2.40	   -1.33	   -3.18	
   -5.00	   -1.00	   33.00	   23.00	   22.00	   26.00	   20.00	   22.00	   27.00	   16.00	   11.00	
   25.86	   16.81	   24.57	   14.22	    0.86	    5.60	  -13.79	  -16.38	  -23.71	  -20.26	  -21.98	
   20.37	   16.67	   12.96	   29.63	   18.52	   21.30	    7.41	    9.26	    4.63	   11.11	   18.52	
    4.52	    2.26	  -15.82	   -8.47	   -5.08	  -15.25	  -23.16	  -25.42	  -25.99	  -33.33	  -32.20	
    2.72	    1.36	   -0.68	  -20.41	  -11.56	   -7.48	   16.33	   21.09	   55.10	   63.95	   73.47	
    3.24	    3.21	    4.26	    5.69	    5.77	   12.74	   17.97	   17.01	   17.07	   18.07	   17.66	
    3.08	    3.46	   -0.77	   -3.08	   -3.85	    1.54	   -1.15	   12.31	   15.00	   15.00	   11.15	
   -2.59	   -1.94	   -9.39	   -9.71	   -3.88	   -0.97	   -1.29	    6.80	    4.53	    6.80	    9.06	
    0.00	   -0.59	    1.47	   -0.59	  -20.00	  -22.35	  -20.29	  -23.53	  -21.18	  -20.88	  -24.12	
   -1.99	   -5.64	   -1.96	   -0.51	   -1.99	   -1.52	   -2.58	   -3.84	   -8.02	   -9.62	   -7.13	
    2.55	   -4.50	   -0.65	   -3.20	   -5.59	   -0.09	    2.75	    6.54	    1.95	   -1.04	   -1.39	
    9.88	    8.34	    4.64	   -0.11	   -2.98	   -2.66	    4.21	   16.82	   13.95	   12.15	   44.43	
    4.05	    0.10	   -0.28	   -1.01	    2.76	    4.82	    9.18	   10.70	    4.46	    3.56	    0.93	
   10.76	   15.58	   15.07	   11.87	   10.16	   16.60	   30.52	   28.11	   32.61	   38.50	   38.40	
   -2.19	   -3.32	   -3.23	   -1.01	    1.51	    0.00	    0.24	   -6.67	   -6.55	   -6.31	   -6.34	
   -3.02	   -2.87	   -0.56	   -1.31	   -1.75	   -1.43	    0.81	   -3.62	   -0.28	   -0.65	    0.31	
   -1.05	   -0.89	   -1.28	    0.92	    0.26	    2.79	    7.89	   12.06	   13.21	   11.83	   12.56	
    5.44	   10.77	    6.40	    8.85	   17.48	   22.49	   26.23	  -14.29	  -23.77	   -5.22	   -9.38	
    0.08	   -5.01	   -2.73	   -2.13	   -2.96	   -9.87	  -13.21	  -24.55	  -28.24	  -35.60	  -37.34	
    4.25	    1.05	    5.79	    2.28	    5.60	    9.17	   11.76	  -22.72	  -24.88	  -31.34	  -32.57	
   -3.54	    1.32	    0.10	    1.62	    2.53	    1.72	    2.02	   -1.82	   -3.85	   -4.96	   -6.88	
    0.58	    0.78	    0.68	    1.26	    2.23	    0.49	   -0.39	   -7.86	   -6.21	   -4.08	   -4.85	
    1.79	    4.11	    3.27	    4.95	    5.48	    5.48	    2.00	    3.79	    2.00	    3.16	    5.37	
   -4.09	    2.60	   -0.87	    4.58	   -0.74	   -0.12	    2.35	   21.19	   15.49	   13.14	   14.13	
    6.91	    5.03	    8.79	    6.91	    8.42	   12.69	   12.31	    3.77	    8.29	    3.64	    6.41	
    3.68	    1.73	    7.59	    5.29	    5.52	   15.42	   26.24	    0.58	    7.36	   10.13	    6.67	
   -5.07	   -2.03	   -1.40	   -2.23	   -4.90	  -15.39	  -16.59	  -14.75	   -9.31	   -3.87	   -5.20	
   -2.97	   -1.65	   -0.42	   -0.47	    3.18	    2.12	   10.06	   10.36	    4.03	    8.75	   11.02	
    6.38	   12.76	   11.20	    9.47	   17.17	   14.44	    4.19	   -1.71	    7.74	    3.68	    7.89	
    0.65	    3.92	    7.19	    2.61	    5.23	    2.61	    1.31	   -3.27	    4.58	    7.19	    7.19	
    2.50	    2.50	    0.00	    3.75	    8.75	    6.25	    8.13	    9.38	    0.63	    6.25	    3.75	
    0.37	    0.00	    0.00	    0.00	    1.19	    0.00	    2.59	    2.59	    2.59	    0.74	    0.74	
    0.00	    0.36	    1.09	   -0.36	    0.00	   -1.09	   -1.45	   -1.45	   -2.17	   -1.81	   -2.17	
   -1.85	   -1.85	   -1.48	   -1.48	    1.48	   -1.85	    3.32	    2.58	   -0.37	    2.95	    3.32	
    1.01	    6.06	   13.13	   22.22	   15.15	   13.13	   11.11	    9.09	   10.10	   15.15	   14.14	
   -7.38	   -2.46	   -8.20	   -2.46	   -5.74	   -9.84	  -13.93	   -8.20	  -11.48	  -14.43	  -11.48	
   -7.46	    2.99	   -0.75	   -4.48	   -6.72	   -8.21	  -14.93	  -11.94	  -13.43	   -8.96	  -15.67	
    1.62	    7.77	    7.12	   33.33	   22.65	   29.45	   28.48	   -4.21	    3.24	    1.62	   -2.91	
    5.00	    8.00	   15.50	    8.50	   15.00	   18.50	   17.50	   22.00	   25.00	   38.00	   40.00	
    3.83	    6.38	   17.45	   19.15	   21.28	    7.23	    6.81	    7.23	    7.66	   19.57	   14.89	
  -11.43	  -14.29	  -20.00	  -28.00	  -14.29	  -22.86	  -28.57	  -22.86	  -22.86	  -25.71	  -28.00	
   14.29	    0.00	   -3.57	    7.14	   -7.14	    0.00	   -3.57	   -3.57	    3.57	   -7.14	   -7.14	
    0.67	   13.42	    8.72	   12.75	    5.37	    4.03	   19.46	   20.13	   21.48	   18.12	   20.81	
    4.44	    2.22	    2.22	    1.11	    1.67	    2.78	   15.56	   20.00	   14.44	   27.78	   32.78	
   -4.92	   -4.51	   12.70	   13.11	    7.79	   -1.23	  -10.25	   14.75	   19.26	   18.85	   26.23	
