        	        	        	        	        	        	EARNINGS	        	        	        	        	
    2.33	   -5.60	    3.46	   -1.95	   -3.92	    4.42	    1.73	    2.84	   -0.86	   -4.45	    2.39	
    0.35	   -0.50	    0.45	   -0.15	    0.40	   -0.20	    0.15	    0.10	   -0.50	   -0.70	    0.05	
    1.52	    1.00	   -0.25	    1.24	   -3.04	   -0.15	   -0.25	   -1.17	    0.56	    0.10	   -0.77	
   -0.57	   -2.04	   -0.44	   -0.04	   -0.29	   -1.73	    0.45	   -5.10	    0.94	    2.72	   -0.11	
   -1.33	    3.03	    3.05	   -0.21	    1.64	   -0.21	   -1.56	   -2.81	    0.27	    3.42	    4.31	
    2.50	    7.90	    0.67	    2.01	    7.41	    7.25	   -0.81	    6.86	    2.46	    1.31	   -0.04	
   -0.92	    0.62	   -6.60	    8.55	   -5.60	   -2.33	    6.49	    0.46	   -1.30	   -1.09	   -2.36	
    4.21	    3.11	   -4.00	    5.81	   -0.97	    0.52	   -1.04	    7.91	   -1.40	   -2.83	   -3.57	
   -1.41	   -0.95	   -4.56	    3.02	   -1.22	    1.48	    7.06	    2.05	   -1.11	   -2.93	   -2.78	
    3.61	   -4.65	    5.85	   -0.69	   -0.93	   -0.70	   -1.42	   -0.72	    0.00	   -1.45	   -0.49	
   -0.16	    4.51	   -8.71	    5.06	   -4.74	   -2.24	    6.87	   -1.59	   -0.73	   -0.89	   -5.00	
    5.17	   -2.00	   -0.43	    3.33	   -2.23	   -0.59	   -0.26	    2.90	    1.82	   -4.96	   -4.71	
   -0.86	    1.39	   -0.74	   -0.35	    2.60	    0.00	    6.14	    1.54	    1.52	   -2.47	    0.11	
   -1.32	    0.91	   -1.85	    1.02	    5.01	   -0.05	   -5.23	    0.21	   -2.30	    1.37	   -4.53	
   -3.16	    0.47	   -2.36	    0.00	    4.34	    2.72	   -2.20	   -2.46	    0.16	    0.73	    0.47	
   -7.50	    1.74	   -1.56	   -1.45	    8.50	    1.89	   -2.39	   -3.40	   -4.64	    0.29	   -0.44	
   -0.39	   -2.97	   -1.33	    0.94	    1.07	    1.46	    1.17	   -2.32	   -0.92	   -0.53	   -7.50	
   -5.01	    5.72	   -2.22	   -0.85	    1.86	   -0.56	    0.71	    3.09	   -4.90	    2.58	    1.95	
    1.02	    0.14	   -3.24	    0.87	    5.22	    0.03	   -2.23	   -6.49	    0.46	   -0.17	    2.23	
   -2.94	    2.12	   -5.02	   -4.95	    0.52	    0.24	    0.32	   -0.99	   -1.08	    7.26	   -2.66	
    0.58	    0.74	   -0.73	    0.08	    2.47	    0.44	   -1.22	   -4.29	   -1.16	   -3.41	   -2.32	
    1.10	   -3.69	    1.80	   -0.88	    4.02	    0.00	   -3.65	    0.22	   -0.44	   -1.56	   -1.81	
    8.56	    0.46	    1.62	    0.45	    0.00	   -0.45	    2.05	    0.00	    1.56	   -0.66	   -3.31	
    1.47	   -6.35	    3.55	   -0.97	   -0.53	   -1.28	    3.29	   -1.85	   -1.66	   -1.23	    1.32	
   -1.03	   -4.64	    4.14	   -0.63	   -3.02	    4.05	    0.97	   -6.81	    0.22	   -2.73	    1.06	
    3.72	   17.92	   -1.93	    2.37	    1.80	    8.07	    0.89	    8.24	   -0.02	   -1.42	    0.24	
   -2.70	  -17.25	    3.31	   -6.95	   -0.51	   -8.32	    9.62	    3.14	    1.01	    4.14	   -3.47	
    0.45	   -0.69	   -1.78	   -1.17	   -7.83	    1.83	   -0.14	    2.38	   -1.58	   -2.50	    1.20	
    0.00	   -3.37	    6.03	    0.00	    0.00	    1.79	   -0.16	   -0.96	    0.97	   -2.40	    0.00	
    0.00	   -1.67	    0.85	    0.20	    5.50	   -1.43	   -4.23	   -0.24	    0.47	    0.00	    0.00	
    0.07	   -1.31	   -0.13	    2.45	   -0.65	   -0.65	    0.66	    0.00	   -2.28	    3.33	   -1.45	
   -3.84	    4.59	    0.07	   -0.87	   -2.00	    7.05	    0.65	   -4.95	   -2.59	    3.86	   -5.01	
   -1.05	   -0.05	    0.91	   -2.69	    1.95	    0.33	    0.43	    0.32	    0.15	   -1.56	    1.24	
    1.94	   -1.05	   -0.53	   -0.85	   -3.51	    1.79	    4.47	    4.06	   -0.27	   -3.82	   -1.95	
   -8.16	   -6.67	   -4.76	   -5.00	   14.74	    0.92	   -0.91	   -8.26	    5.00	   -2.38	   -9.76	
   -2.73	   -4.21	    7.32	   -4.55	   -0.48	   -9.09	  -23.68	   37.93	   -5.00	    2.63	   -7.69	
   -1.96	    0.00	    4.00	   -1.92	    0.00	   -5.88	    2.08	   -8.16	   -6.67	   -4.76	   -5.00	
   -0.34	   -3.06	    4.21	    2.69	   -3.93	    0.34	    0.00	   -1.70	   -2.42	    0.00	    1.06	
    0.65	   -3.25	    1.34	   -1.66	   -1.35	    3.07	    1.32	   -4.25	    0.00	   -3.75	   -0.35	
   -2.75	    4.08	   -3.92	    0.52	    1.04	   -1.55	   -0.42	    0.53	   -1.88	    0.00	    0.75	
    2.72	    0.20	   -0.51	   -2.96	    1.47	    1.55	   -3.57	    0.53	   -0.53	    1.06	    1.57	
   -0.98	    0.55	    6.56	    0.00	   -2.05	   -0.52	    0.42	    4.82	    0.00	   -1.00	   -4.04	
   -0.97	    3.92	   -0.31	   -1.58	    4.17	   -2.46	   -5.99	    0.67	    1.33	   -0.66	   -4.64	
    3.26	   -0.63	   -3.49	    0.99	   -2.28	   -0.33	   -3.34	    3.46	   -1.67	    3.40	   -0.33	
    0.84	    1.66	    7.35	   13.69	    3.01	   -2.60	    0.00	    2.33	    3.26	   -0.63	   -3.49	
    0.40	   -0.98	   -0.71	    1.35	    4.01	    7.42	    1.05	   -5.03	   -1.21	    8.36	   -0.51	
   -0.66	   -1.18	   -7.11	    3.71	   -1.97	    2.25	    0.70	    2.45	    4.62	   -1.98	    0.66	
   -0.25	   -6.48	    4.80	   -2.54	   -3.39	    3.51	    6.01	   -2.96	   -1.02	   -3.33	    0.53	
    1.84	    3.87	   -7.94	    2.43	   -0.26	    0.00	    1.58	   -0.52	   -0.78	   -2.89	   -2.17	
    4.54	   -2.59	    0.18	    4.21	   -2.15	   -1.85	    3.19	   -0.32	   -0.37	   -3.43	   -1.59	
    0.17	    0.00	    1.26	    1.84	   -0.29	   -2.72	    2.30	    0.00	    0.16	    0.97	   -0.16	
   -5.24	    1.61	    0.91	    0.45	   -1.79	    0.91	    0.00	    3.61	   -2.40	   -2.01	   -5.47	
   -2.06	   14.44	   -8.72	   -1.01	    1.52	    0.75	    0.00	   -1.49	    1.01	   -0.25	   -5.25	
   -0.56	   -1.09	   -7.33	    2.14	   -1.87	    0.05	   -3.39	   -0.43	    0.67	   -3.50	    1.29	
    1.57	    7.58	   -4.45	   -1.59	    7.30	   -4.08	   -0.88	    6.46	   -2.06	   -0.46	   -4.26	
    1.72	    2.17	    0.09	    5.47	    4.38	   -2.70	    7.57	   -4.13	   -1.54	    7.37	   -4.16	
   -2.52	    7.87	   -2.59	   -4.49	    2.45	    5.64	   20.04	    5.89	   -3.52	    0.11	    1.62	
    7.37	   -4.16	    5.89	   -3.38	   -3.87	    7.19	   13.74	    2.84	    1.47	    3.20	    1.63	
    5.87	   -8.87	    2.68	    1.42	    1.87	   -0.69	    7.16	    1.08	    7.04	   -2.39	    1.84	
    3.89	   -3.55	    1.02	    1.82	   -1.39	   -0.81	    1.42	    0.60	   -7.97	    2.60	   -6.33	
    9.05	   -0.25	   -2.35	   -2.02	    2.99	   -4.45	    4.79	  -31.08	    1.59	   -8.09	   -3.00	
   -2.43	    0.50	    2.48	    9.37	    2.92	   -1.03	  -12.40	   -2.08	    7.89	   -1.31	    1.52	
   -0.25	   -2.35	   -2.02	    2.99	   -4.45	    4.79	  -31.08	    1.59	   -8.09	   -3.00	    5.26	
    0.34	  -13.59	  -10.11	    2.53	    8.29	    0.68	  -11.60	   -3.21	   -8.89	   -5.44	   -7.58	
    0.24	    0.49	   -0.72	    0.97	    2.41	   -3.06	   -0.49	   10.00	   -6.87	    1.19	   -3.06	
   -7.19	    1.94	   -2.38	    0.00	    0.00	    0.73	   -0.48	    2.91	   -1.89	   -1.20	    3.16	
   -0.48	   -2.15	   -0.24	    0.24	    0.00	   -4.39	   -0.51	   -6.41	  -12.88	  -42.77	   62.64	
    3.58	   -3.38	    1.45	   -0.90	   -4.55	    3.62	   -1.66	   11.60	   -1.33	   -6.34	   -0.40	
   -3.56	    7.21	    2.85	   -0.52	    4.39	   -2.04	    3.45	    0.42	   -1.54	   -0.65	   -0.38	
    2.21	   -2.18	    2.84	    0.45	    1.76	    4.01	    1.19	    0.47	    0.29	    1.45	   -0.69	
    7.80	   -2.13	   -1.30	    0.00	   -4.85	    1.39	   -0.91	   10.60	   -9.58	    0.46	   -0.46	
   -0.92	    0.93	    3.21	    0.00	   -1.33	    2.70	    0.88	   -0.87	   -5.26	   -3.70	   -0.96	
   -4.74	   -3.48	    1.55	    2.54	   -1.98	    0.00	   -5.56	    2.67	    0.00	    0.00	    4.17	
   -2.18	   -2.33	    2.90	   -1.71	   -1.84	    1.25	    4.12	   -2.67	   -1.22	   -3.70	   -1.28	
    1.48	   -4.79	    5.03	   -0.62	   -2.41	   -0.43	   -0.86	    4.02	   -1.78	    0.21	    0.64	
   -3.23	    0.22	   -1.48	   -0.60	    0.61	   -0.30	   -0.53	    3.49	   -0.51	   -0.59	   -0.74	
   -0.93	   -1.23	    1.61	   -0.57	    0.58	   -1.44	    3.50	    0.00	   -1.41	    3.29	    0.00	
   -0.15	   -2.72	    3.33	    0.44	    0.07	   -1.31	    2.95	    3.37	   -3.54	   -1.65	    1.90	
   -4.60	    0.00	    8.16	   -0.98	    0.00	    2.90	   -1.48	   -2.26	   -0.92	    0.85	   -4.16	
   -3.14	   -3.55	    1.72	   -2.54	   -0.08	    0.71	   -1.49	    1.51	    1.73	    0.23	   -3.54	
    3.77	   -0.56	   -1.97	    3.72	    3.31	  -10.43	   -1.49	   -8.18	   -4.95	   -0.35	   -5.57	
   -1.32	    2.68	   -4.78	    0.91	    1.36	   -1.79	   -4.09	  -30.81	   -2.05	    1.40	   -9.66	
   -5.57	    0.00	    2.95	  -13.98	    2.92	    0.40	   -4.84	   -6.10	   -6.59	    6.28	   -3.64	
    1.50	   -6.09	    1.57	   -2.20	    2.98	   -0.92	    7.02	   -0.87	   -1.14	   -4.18	    1.51	
    5.70	   -3.91	   -1.73	    5.86	   -1.95	   -0.12	    0.65	    5.80	   -0.87	   -4.20	   -3.09	
    0.00	    3.40	    0.94	    1.63	    0.69	   -2.95	    2.11	    0.23	    0.00	    0.92	   -0.23	
    0.00	    8.58	    1.77	   -0.62	   -0.21	    1.67	    1.02	    1.62	   -1.20	   -3.23	   -2.09	
    6.17	   -2.08	   -0.34	    1.98	   -5.83	    0.45	    5.41	    0.20	   -3.17	   -3.05	    0.58	
    0.08	   -1.66	   -1.51	   -2.71	    0.40	    1.20	    6.32	   -3.96	    0.71	   -3.09	    5.12	
    7.03	   -6.19	    0.60	   -0.60	   -1.00	    3.03	    0.20	   -2.54	    0.40	   -0.40	   -1.41	
   -0.20	   -2.57	    2.44	   -1.79	    0.61	    0.40	    3.40	   -0.77	   -2.14	    0.80	    0.79	
    1.95	    3.61	   -3.49	    3.17	   -0.07	   -1.92	   -1.91	   -2.44	   -1.52	   -4.13	   -0.71	
   -0.27	   -7.11	    4.71	   -4.04	   -5.02	    4.18	    4.69	    2.99	   -2.79	   -2.29	   -0.17	
   -0.33	  -26.47	  -14.22	    9.84	   12.26	   -7.98	  -23.29	   27.98	   11.16	   -8.37	   -4.57	
   -8.37	   -4.57	    0.00	    0.00	   -3.83	    3.98	    4.31	    5.96	   11.26	   14.01	  -15.02	
   -5.53	    6.31	   -2.12	   -2.60	   11.56	    3.59	   -9.62	   -4.26	    8.44	    0.00	   -2.46	
    0.18	   -5.40	    6.18	    2.11	   -0.41	   -2.83	    0.15	    4.74	   -2.84	   -2.12	   -1.60	
   -0.03	    6.80	   -2.46	   -3.11	    4.77	   -4.70	    2.23	    1.21	   -0.55	   -1.52	   -2.36	
   -2.90	    4.23	    5.67	    5.03	    2.49	    1.95	   -0.19	    2.17	   -1.72	   -3.66	    0.20	
    5.86	   -4.37	    2.13	    1.79	   -2.52	   -0.12	    1.20	    5.95	    0.00	   -2.25	   -0.29	
   -0.80	   -4.57	    2.25	    0.28	    1.37	   -0.54	    4.63	   -8.07	   -2.27	   -1.74	   -0.88	
    5.28	   -5.35	    1.96	    1.30	    2.23	   -0.76	    3.03	  -23.65	    0.49	   -0.42	   -2.17	
    1.73	   -3.06	    1.05	   -1.27	    0.23	    2.87	    2.45	   -4.28	   -1.97	   -2.37	    4.61	
    0.19	   -0.75	    1.50	   -3.70	    0.73	    0.42	    2.66	    0.00	    0.00	    0.37	    0.74	
   -2.09	   -0.39	   -2.64	    1.10	   -0.54	    0.36	   -0.36	    0.18	    0.00	   -2.73	    2.66	
   -1.87	   -4.57	    0.80	   -2.67	    1.22	   -1.01	   -3.55	   -7.26	   -3.29	    3.52	   -0.68	
   -0.41	    5.15	   -1.71	    1.97	    3.86	    0.00	   -0.66	   -0.33	    1.66	    8.59	    7.11	
   -1.72	    2.09	   -1.28	    0.31	    2.54	   -1.52	    3.85	    1.58	   -0.34	    0.00	    1.22	
    0.61	   -3.75	    0.96	   -0.59	    1.34	   -0.09	   -0.30	   -5.89	   -7.39	   -0.61	    1.37	
   -1.41	   -3.04	    3.56	   -3.59	   -3.51	    2.73	    1.56	    8.20	   -2.03	   -3.80	    1.83	
   -0.81	   -7.43	    1.12	   -0.47	   -2.34	    3.89	    1.50	    0.68	   -1.46	   -1.40	    0.52	
    4.49	   -6.82	   -0.03	    1.24	    0.46	    1.10	   -1.54	   -1.98	   -1.66	   -1.33	    1.28	
    1.09	    0.00	    0.65	   -0.85	    0.22	    1.72	   -2.33	   -0.22	    1.08	   -0.86	    0.43	
   -0.22	    0.44	    0.44	   -1.09	    2.65	    1.59	    4.40	   -0.85	   -0.82	    0.21	    1.28	
    5.92	   -0.67	    1.80	   -1.11	   -0.67	   -0.45	   -3.39	    8.20	    0.00	    1.52	   -0.21	
    0.28	    0.26	    1.43	    0.66	    1.09	    1.38	    2.17	    0.63	   -0.14	   -0.69	   -1.16	
    0.39	   -0.37	   -2.42	    0.65	   -1.20	   -1.62	    2.96	   -7.03	    0.15	    2.70	   -2.41	
    5.27	   -0.26	    1.09	    1.04	   -1.11	    2.16	    3.07	    1.55	   -0.71	   -0.19	   -0.49	
   -0.16	    0.64	   -0.64	    2.25	    0.00	   -1.42	    4.47	    3.05	   -0.74	   -1.79	    2.13	
    8.99	    1.01	   -8.17	   -4.52	   -1.63	    1.33	    2.79	   -1.44	    2.27	    0.79	    0.47	
    3.80	   -0.56	    1.84	   -3.06	   -1.15	   -2.46	    0.30	    3.11	    1.87	   -0.71	   -2.13	
    2.08	   -1.82	    2.68	    0.07	   -0.49	    0.67	    3.68	    0.30	    2.12	    1.14	   -1.85	
    0.13	   -1.58	   -1.48	    0.61	   -0.59	    0.71	    0.53	   -2.49	   -1.56	   -0.03	    1.41	
    1.86	   -2.85	    1.76	    1.39	   -6.83	   -1.34	   -6.57	    4.77	   -6.84	    3.67	   -1.18	
    3.73	   -1.62	   -3.30	    1.10	   -1.45	   -2.32	   -2.13	   -1.02	   -3.10	   -1.07	    0.00	
    4.54	    1.97	   -1.16	   -0.52	    1.31	    3.76	    7.49	   -5.23	   -0.98	   -0.87	   -1.00	
    1.97	   -0.92	   -1.30	    1.07	    0.98	    1.77	   -2.61	   -1.71	   -1.49	   -2.64	   -0.86	
   -0.86	    2.13	   -1.23	   -5.64	    3.29	    0.71	   -3.29	   -0.91	   -1.56	    4.14	   -3.35	
   -3.82	    2.18	   -4.17	   -0.14	    2.90	   -0.24	   -3.16	  -12.32	   -0.11	   -1.95	   -3.91	
   -4.93	   -4.07	    0.39	    0.77	   -1.53	    0.39	    4.25	    1.85	    7.27	   -1.69	   -4.83	
    7.00	   -0.73	    1.83	  -12.59	    0.82	   -1.63	   18.67	    8.39	   -2.26	    1.32	   -1.63	
    3.17	   -0.47	  -13.25	    9.32	   -0.06	    3.07	    8.39	   -0.11	   -7.30	    0.00	   -2.97	
    0.19	    0.00	    4.93	    0.00	   -6.00	   -7.77	   -0.62	    5.38	   -0.92	   -2.11	   -0.47	
    1.50	   -0.84	    2.97	   -6.46	   -2.42	    3.16	   -2.92	    1.80	   -2.51	    6.52	  -15.43	
   -5.65	   -0.55	   -2.77	    3.13	    1.59	    1.09	    1.07	    5.45	   -2.90	   -5.26	   -1.23	
   -1.70	    7.90	    5.59	    0.30	    1.94	   -2.91	    0.49	   -8.54	   -1.00	   -2.49	   -4.63	
    8.19	   -3.52	   -3.11	    4.37	   -2.49	   -0.27	    0.05	   -1.61	   -2.19	   -2.83	   -3.64	
   -2.24	    1.16	   -7.55	   -1.83	    0.00	   -0.08	    6.16	    0.08	   -0.08	   -2.98	   -3.31	
   -2.99	    1.89	   -1.26	   -2.56	    4.11	    4.53	    4.02	   -0.39	    5.81	   -5.93	    1.79	
   -4.35	    2.96	    1.63	    0.00	   -1.70	    6.05	  -12.14	    1.24	   -6.82	   -0.98	   -1.88	
   -0.22	   -0.97	   -1.96	    1.78	   -2.95	    0.68	    3.13	    8.35	   -0.30	   -0.30	    8.06	
   -3.30	   -0.47	   -0.48	    5.26	    0.18	   -0.45	    0.91	   -4.97	    2.00	    0.00	   -0.28	
  -12.74	    7.81	    9.26	    0.11	    1.41	   -4.18	   -4.25	    6.18	   -3.63	   -1.60	    2.32	
    0.67	   -6.59	    2.86	   -0.40	   -0.50	   -1.81	   -2.86	   -7.15	   -4.76	    6.78	  -13.25	
    1.63	    3.75	    0.95	   -1.79	   -2.26	   -3.20	    2.30	   -2.33	    2.94	   -0.36	   -2.24	
    5.30	   12.15	    1.64	   -0.97	   -1.63	   -6.08	    7.06	   -4.40	   -0.80	    0.81	   -1.03	
    0.00	    0.00	    0.00	    0.00	    9.02	    1.14	   -4.08	   -0.17	   -2.48	   -3.48	    0.62	
    2.83	   -3.67	    0.48	    1.42	    2.34	    2.28	    3.13	   -4.76	    8.18	   -7.98	    4.57	
   -3.13	    2.30	    6.31	   -0.42	   -0.43	   -0.43	    1.29	    5.08	   -6.45	   -0.43	   -6.49	
   -7.14	    1.81	    2.22	    6.09	   -0.41	   -3.29	   -2.13	   -3.91	   -2.71	   -2.33	    1.43	
    5.31	    1.93	   -0.65	   -1.64	    3.00	    0.65	    7.72	    3.28	    5.20	    5.77	   -1.56	
    1.76	   -0.99	    3.24	    2.42	    4.72	   -4.95	   -1.18	    0.96	    0.00	   -4.75	    3.74	
    1.50	   -3.78	   -0.16	    0.10	    0.42	   -1.02	    5.62	   -1.06	    1.31	   -0.21	   -2.21	
    2.01	    4.66	    1.10	    2.40	    2.40	   -1.01	   -8.95	   -1.47	    0.24	    1.28	    0.27	
    5.35	   -5.25	    4.64	   -0.06	   -0.35	   -1.68	   -1.82	    1.08	   -4.27	   -1.67	   -1.13	
   -0.11	   -3.91	    1.37	   -1.36	    1.60	    0.96	    4.80	   -2.82	   -2.25	   -6.17	   -1.61	
   -0.31	   -4.41	    1.32	   -0.16	   -3.26	   -1.01	   -0.85	   -4.97	    0.00	   -1.62	    8.26	
    0.52	    0.87	    3.26	    0.17	   -0.33	    2.67	    5.68	   -3.38	   -3.02	   -3.44	    4.07	
    6.48	   -1.84	   -3.88	    3.78	   -2.26	   -1.28	    2.73	    1.96	   -0.37	   -1.37	   -1.96	
   -2.57	   -0.06	   -5.10	    0.48	   -1.02	    0.30	    4.30	   -6.61	   -0.37	   -2.12	   -2.68	
    1.55	   -0.16	    2.90	    1.15	    4.44	   -1.19	   -1.23	   -0.99	   -0.28	   -2.62	    1.76	
   -1.18	    1.48	    7.02	    1.77	   -1.81	    1.25	    0.62	    3.39	   -3.10	   -3.80	    6.98	
   -0.21	   -3.16	    0.14	    0.22	    1.37	    0.93	    3.81	    3.74	    1.90	    2.89	    0.37	
   -0.28	   -4.76	    0.94	    4.38	   -3.64	   -0.86	    0.07	    1.15	    0.57	    0.71	   -1.75	
    1.61	   -3.66	    2.37	   -4.52	   -4.44	    6.53	    1.95	   -0.21	   -2.62	   -2.15	   -2.04	
    3.31	   -4.66	    1.64	   -0.99	    0.00	    0.11	    0.33	   -0.63	   -4.94	   -3.94	    1.06	
    1.29	   -5.97	   10.88	    0.27	    1.63	   -1.20	   -4.19	   -8.19	   -5.69	   -0.65	   -0.16	
    3.27	   -4.59	    3.54	   -0.14	   -0.22	   -0.90	    0.18	    3.68	    0.14	    0.53	    1.40	
   -0.18	    1.78	   -0.77	    1.13	    0.52	   -2.08	    1.88	    2.33	   11.71	   -3.65	   16.72	
    2.67	   -3.19	   -2.47	    3.53	   -2.20	    1.71	   -3.00	    4.12	   -3.08	    1.50	   -2.48	
    4.50	   -2.14	   -2.43	    0.11	    3.05	   -4.24	   -0.76	   -1.01	   -0.15	   -3.56	    1.44	
   10.69	   -3.98	   -0.89	    5.97	   -2.82	   -2.32	   -0.59	   -2.09	    1.22	    0.60	   -2.69	
   -1.37	   -6.94	    1.19	    0.59	   -0.88	   -3.25	    4.89	   -1.17	    0.59	   -1.47	   -2.38	
    3.21	    1.66	    7.14	    1.19	    0.36	   -2.85	   -1.20	    0.90	   -4.36	   -1.71	    0.00	
    3.28	    1.47	    1.58	   -0.93	    1.10	   -0.26	    2.22	   -0.52	    2.02	   -2.69	   -2.66	
   -2.67	   -5.48	    1.93	    4.74	    0.90	    0.45	    7.14	   -2.92	    4.29	   -4.53	    0.86	
    2.18	   -2.56	   -3.07	    9.05	   -0.41	   -2.92	   -0.43	    2.59	   -3.78	   -0.44	    1.32	
   -6.82	   -1.22	    8.64	   -9.66	    1.26	   11.18	   10.61	    2.42	    1.58	   -2.91	    0.00	
    0.00	   -2.91	    5.99	    5.08	   -8.60	  -12.94	   -2.70	   -4.17	    0.72	    0.00	   -1.01	
    7.06	   -9.89	   -5.49	   -0.65	    3.38	   -2.64	   13.55	    0.00	   -6.82	   -1.22	    8.64	
    1.49	   -1.47	    1.49	   -2.06	   -0.60	    2.42	    0.00	   -0.59	    0.00	   -2.08	    0.00	
    1.47	   -1.45	    1.18	   -0.29	    0.00	   -0.87	   -0.59	   -2.96	   -1.22	   -1.23	    0.00	
    2.18	    2.14	    3.95	  -10.96	    1.51	    8.66	    0.23	   -0.91	   -5.73	    7.06	    0.45	
    2.61	    1.85	    1.36	    0.00	    0.89	   -0.44	    0.22	   12.44	    0.00	   -3.75	    0.41	
   -8.35	    1.81	    1.31	    2.21	    0.22	    0.30	    0.07	   -0.74	   -0.07	    0.75	   -1.04	
    4.76	   -1.93	   -2.75	    2.10	    0.08	   -0.47	    0.56	    0.32	    3.62	    2.81	   -1.03	
    1.10	    0.00	   -1.08	    0.80	   -0.36	   -0.36	    0.22	    0.15	   -0.36	    0.07	   -0.66	
    5.96	    1.88	    4.91	    2.92	    0.00	   -1.70	   -1.16	   -7.60	    0.00	   -0.63	    3.82	
    4.11	    1.32	   -1.30	   -1.97	   -3.36	    2.78	    8.11	   -1.88	    1.27	    1.89	   -2.47	
   -0.63	  -10.43	    5.54	   -0.40	   -2.43	   -3.88	    6.34	    0.95	   -0.13	   -1.34	   -5.86	
    6.73	   -4.03	   -1.26	    6.52	   -1.06	   -0.27	    2.70	   -5.12	    0.83	   -0.41	   -1.52	
   -1.69	    8.36	   -4.68	   -2.97	    3.24	   -2.69	    5.43	    1.52	   -2.53	   -0.85	   -3.91	
    0.11	   -1.56	   -1.17	   -7.19	    3.72	   -0.59	   -8.54	    4.96	   -0.58	    1.62	   -2.32	
   -2.74	    5.68	    2.51	    3.55	    1.90	   -1.40	   -5.30	    4.42	   -0.74	   -5.90	   -0.59	
    0.83	   -3.89	    3.66	   -0.23	   -5.07	   -0.40	   11.68	   -3.13	   -2.50	   -2.37	   -0.10	
    3.00	   -2.83	    4.63	   -1.47	   -2.66	    1.79	    4.36	   -1.77	   -2.78	   -3.45	    0.96	
    0.00	    1.44	    1.42	    5.36	   -1.33	    1.57	   -1.99	   -9.68	   -2.24	   -3.32	   -2.11	
    0.47	   -0.23	   -0.23	    0.00	    0.47	   -0.70	    2.34	    6.64	   -0.64	   -7.56	   -1.40	
   -1.09	    0.00	   -0.34	    1.52	   -0.34	    2.11	   -0.60	    0.60	    0.13	    0.67	    0.99	
   -3.23	    3.27	    1.36	   -1.91	    1.04	    0.39	   -3.01	    1.65	   -1.62	    1.32	    0.33	
    0.27	    2.10	    0.00	    2.66	   -3.24	   -1.34	    4.41	    1.30	    5.77	    0.67	   -1.99	
   -1.71	   13.05	   -6.57	   -2.75	    6.23	   -2.01	   -1.51	    5.71	   -3.66	    2.41	   -2.35	
    3.57	    0.83	    0.21	    0.00	    1.02	    0.00	   -0.68	    0.27	    2.10	    0.00	    2.66	
   -3.03	   30.47	   -8.98	   -0.66	    5.96	   -4.38	   -9.80	   -2.90	   -1.49	   -2.27	   -1.55	
    8.23	   -2.34	   -3.59	   -9.94	  -10.34	    0.00	    3.08	   -6.72	   33.60	  -10.18	   -2.67	
   -3.49	   -5.03	    5.72	   -0.13	   -2.07	    1.84	    8.14	   -0.06	   -1.33	   -2.04	   -2.95	
   -2.26	    0.69	    2.72	    4.86	   -0.79	   -0.83	   -0.84	   -1.81	   -6.27	    2.31	    1.09	
   -2.21	    3.85	   -3.23	    2.27	    1.38	   -1.05	    0.27	   -0.55	    2.01	   -1.45	    0.62	
    1.47	   -8.41	   -1.11	    0.64	   -0.86	   -2.55	   -1.62	   -0.24	   -4.84	   -1.46	    1.74	
    6.93	   -2.66	   -3.19	    4.94	   -2.32	   -2.19	    5.66	   -1.97	   -4.21	   -1.43	   -1.33	
   -0.68	   -3.68	    1.55	    0.16	    1.50	    1.00	    6.61	   -2.53	   -1.70	   -0.40	   -4.64	
    8.67	    1.62	    2.31	    0.86	    1.11	    0.25	   -3.33	    1.90	   -0.82	   -0.70	   -1.45	
    5.60	    1.71	   -2.86	    2.77	   -0.34	   -2.60	    3.68	   -2.68	   -3.16	   -0.60	   -2.00	
   -2.63	   -2.03	    2.07	    1.35	   -6.33	    3.20	    3.45	   -3.80	   -8.18	    2.42	   -0.15	
    0.78	    7.75	   -1.08	   -2.40	   -1.94	    1.44	    0.37	   -1.12	    0.00	    0.38	   -1.13	
    0.89	    3.93	   -0.11	    0.44	   -2.60	    0.66	    0.33	   -0.72	   -1.66	   -4.97	   -0.80	
   -3.67	    2.19	   -3.34	    5.19	   -0.19	   -0.05	    5.98	    1.02	    0.31	   -4.25	   -5.51	
   -1.71	   -0.21	   -5.30	    2.96	   -2.61	   -3.57	    1.62	    1.54	   -1.85	   -2.06	   -2.39	
    1.36	    3.10	   -2.49	    2.91	    0.45	    0.11	   -0.95	    0.23	   -1.36	   -2.58	   -2.12	
   -6.21	    0.57	    0.75	    2.05	   -0.37	   -1.28	    2.60	    0.36	   -0.36	   -2.17	    0.74	
    0.19	   -2.44	   -0.39	    0.19	   -1.74	    1.77	    6.37	   -5.81	   -1.73	   -1.76	    2.79	
    0.36	   -3.24	   13.38	    5.90	    0.93	    1.84	    1.51	   -1.78	    0.30	    3.01	    3.22	
    0.88	    0.29	   -0.29	   -0.58	    0.29	   -3.23	    1.82	   -2.08	   -2.13	    0.62	    0.31	
   -4.62	    2.42	   -5.74	   -0.36	    0.00	   -1.44	    0.00	   -3.28	    7.92	   -3.15	    0.36	
    2.98	    6.35	   -2.19	   -4.63	    4.13	   -1.24	    0.16	    4.06	   -2.69	   -1.71	   -2.53	
   -2.20	   -1.67	   -0.88	   -6.54	    2.70	   -2.09	   -1.82	    5.88	   -2.05	   -0.47	   -2.65	
